Name;IdName;FolderName;Type;ViewMode;RWin;DataOrg;bReciprocal;bSigned;bDelta;bPercent;bOriginal;bOriginalValues;Columns;Rows;Radix;Comment;Precision;SkipBytes;LineSkipBytes;Fieldvalues.Name;Fieldvalues.Unit;Fieldvalues.Factor;Fieldvalues.Offset;Fieldvalues.StartAddr;AxisX.Name;AxisX.IdName;AxisX.Unit;AxisX.Factor;AxisX.Offset;AxisX.Radix;AxisX.bBackwards;AxisX.bReciprocal;AxisX.bSigned;AxisX.Precision;AxisX.DataSrc;AxisX.DataHeader;AxisX.DataAddr;AxisX.DataOrg;AxisX.SignatureByte;AxisX.SkipBytes;AxisY.Name;AxisY.IdName;AxisY.Unit;AxisY.Factor;AxisY.Offset;AxisY.Radix;AxisY.bBackwards;AxisY.bReciprocal;AxisY.bSigned;AxisY.Precision;AxisY.DataSrc;AxisY.DataHeader;AxisY.DataAddr;AxisY.DataOrg;AxisY.SignatureByte;AxisY.SkipBytes
Minimal difference between MAP_MES and MAP measured during engine stop or full load;c_map_mes_dif_plaus_diag;INSY_AMP_MAP_Prs_Plaus_diag: """";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;3;0;0;;hPa;0.082917524987;-0;$197D04;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Maximum difference for MAP plausibility detection;c_map_max_dif_map_plaus;INSY_AMP_MAP_Prs_Plaus_diag: """";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;3;0;0;;hPa;0.082917524987;-0;$197CFE;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Minimum MAP_MES for MAP plausibility detection;c_map_mes_min_map_plaus;INSY_AMP_MAP_Prs_Plaus_diag: """";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;3;0;0;;hPa;0.082917524987;-0;$197D0E;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Vehicle speed threshold at vehicle stopped for plausibility diagnosis;c_vs_max_es_diag_plaus;INSY_AMP_MAP_Prs_Plaus_diag: """";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;km/h;1;-0;$197DBB;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Maximum Difference between AMP and PUT at Full load or high part load dependent on engine speed;ip_amp_put_max_plaus_diag_fl;INSY_AMP_MAP_Prs_Plaus_diag: """";eEindim;eViewText;eBars;eHiLo;0;0;0;0;0;0;6;1;10;;3;0;0;;hPa;0.082917524987;-2717.04145876249;$19786C;Engine speed- resolution 32rpm;;rpm;32;-0;10;0;0;0;3;eRom;0;$197478;eByte;0x0;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x64;0
AMP-PUT check in idle;c_amp_put_plaus_is;INSY_AMP_MAP_Prs_Plaus_diag: """";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;3;0;0;;hPa;0.082917524987;0.000000000003;$197C48;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
AR_RED_REL - threshold for AMP-PUT check in idle;c_ar_red_rel_prs_plaus_is;INSY_AMP_MAP_Prs_Plaus_diag: """";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;3;0;0;;%;0.003051757813;-0;$197C68;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Initial value of delay counter before setting diagnosis flag for AMP-PUT plausibility in idle;c_ctr_amp_put_plaus_is;INSY_AMP_MAP_Prs_Plaus_diag: """";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$197CA0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Delay time for AMP-PUT check in idle;c_t_dly_amp_put_plaus_is;INSY_AMP_MAP_Prs_Plaus_diag: """";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;3;0;0;;s;0.1;-0;$197D7A;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Logical constant to stop the air pressure sensor plausibility diagnosis;lc_inh_diag_prs_air_plaus;INSY_AMP_MAP_Prs_Plaus_diag_AI: """";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$197DCF;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Maximum allowed deviation of multiplicative adaptation value of reduced area;c_ar_red_ad_fac_plaus_max;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;3;0;0;;%;0.001525878906;0;$197C5C;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Minimum allowed deviation of multiplicative adaptation value of reduced area;c_ar_red_ad_fac_plaus_min;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;3;0;0;;%;0.001525878906;0;$197C5E;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
constant for pressure controller output filtering;c_crlc_put_mdl_dif;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;0.00390625;-0;$197C9A;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Maximum allowed pressure change in time to allow plausibility check;c_map_drv1_max_load_tps_plaus;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;3;0;0;;hPa/ms;0.002530404059;0.000020202029;$197CFA;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Minimum required pressure change in time to allow plausibility check;c_map_drv1_min_load_tps_plaus;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;3;0;0;;hPa/ms;0.002530404059;0.000020202029;$197CFC;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
maximum engine speed allowed for load/tps plausibility check;c_n_max_load_tps_plaus;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;rpm;32;-0;$197D28;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
minimum engine speed allowed for load/tps plausibility check;c_n_min_load_tps_plaus;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;rpm;32;-0;$197D30;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
maximum allowed pressure ratio at the throttle for load/tps plausibility check;c_pq_max_load_tps_plaus;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;3;0;0;;-;0.000015258789;-0;$197D48;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
minimum required pressure ratio at the throttle for load/tps plausibility check;c_pq_min_load_tps_plaus;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;3;0;0;;-;0.000015258789;-0;$197D4A;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
flag for usage of fsd error to distinguish between load or tps error;lc_use_fsd;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$197DDA;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Maximum allowed deviation of additive adaptation value of reduced area;c_ar_red_ad_add_plaus_max;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;3;0;0;;cm²;0.000894069665;-0.000000230168;$197C50;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Minimum allowed deviation of additive adaptation value of reduced area;c_ar_red_ad_add_plaus_min;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;3;0;0;;cm²;0.000894069665;-0.000000230168;$197C52;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
constant for reduced area controller output filtering;c_crlc_ar_red_dif_rel;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;0.00390625;-0;$197C90;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Upper threshold for pressure controller plausibility check;ip_put_mdl_dif_rel_plaus_max;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEindim;eViewText;eBars;eHiLo;0;0;0;0;0;0;6;1;10;;3;0;0;;%;0.001525878906;-50;$197AEE;Ambient pressure (measured or adapted);;hPa;0.082917524987;-0;10;0;0;0;3;eRom;0;$197610;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Lower threshold for pressure controller plausibility check;ip_put_mdl_dif_rel_plaus_min;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eEindim;eViewText;eBars;eHiLo;0;0;0;0;0;0;6;1;10;;3;0;0;;%;0.001525878906;-50;$197AFA;Ambient pressure (measured or adapted);;hPa;0.082917524987;-0;10;0;0;0;3;eRom;0;$197612;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Upper threshold for reduced area controller plausibility check;ip_ar_red_dif_rel_plaus_max;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eZweiInv;eViewText;eBars;eHiLo;0;0;0;0;0;0;4;6;10;;3;0;0;;%;0.003051757812;-100;$197878;Basic reduced opening area;;cm²;0.000894069657;-0;10;0;0;0;3;eRom;2;$197620;eHiLo;0x-1;0;Ambient pressure (measured or adapted);;hPa;0.082917524987;-0;10;0;0;0;3;eRom;0;$197612;eHiLo;0x-1;0
Lower threshold for reduced area controller plausibility check;ip_ar_red_dif_rel_plaus_min;INSY_Load_TPS_PLAUS_Check: ""Load_TPS_PLAUS_Check"";eZweiInv;eViewText;eBars;eHiLo;0;0;0;0;0;0;4;6;10;;3;0;0;;%;0.003051757812;-100;$1978A8;Basic reduced opening area;;cm²;0.000894069657;-0;10;0;0;0;3;eRom;2;$197620;eHiLo;0x-1;0;Ambient pressure (measured or adapted);;hPa;0.082917524987;-0;10;0;0;0;3;eRom;0;$197612;eHiLo;0x-1;0
Increment of the load/TPS plausibility check anti bounce counter;c_abc_inc_load_tps_plaus;INSY_Load_TPS_PLAUS_Check__AI: ""Load_TPS_PLAUS_Check__AI"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$197C1B;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Threshold to be reached, before permanently activating load/TPS plausibility error;c_abc_max_load_tps_plaus;INSY_Load_TPS_PLAUS_Check__AI: ""Load_TPS_PLAUS_Check__AI"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$197C21;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Delay time after a PUC-phase to inhibit the Load TPS check;c_t_dly_puc_load_tps_plaus;INSY_Load_TPS_PLAUS_Check__AI: ""Load_TPS_PLAUS_Check__AI"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;s;0.02;-0;$197D84;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Ambient pressure correction of the volumetric efficiency offset;ip_eff_vol_ofs_amp;INSY_Altitude_COR_VOL_EFF: ""Altitude_COR_VOL_EFF"";eEindim;eViewText;eBars;eHiLo;0;0;0;0;0;0;6;1;10;;3;0;0;;-;0.000030517578;-0;$1979CC;Ambient pressure (measured or adapted);;hPa;0.082917524987;-0;10;0;0;0;3;eRom;0;$197602;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Ambient pressure correction of the volumetric efficiency slope;ip_eff_vol_slop_amp;INSY_Altitude_COR_VOL_EFF: ""Altitude_COR_VOL_EFF"";eEindim;eViewText;eBars;eHiLo;0;0;0;0;0;0;6;1;10;;3;0;0;;-;0.000030517578;-0;$1979F0;Ambient pressure (measured or adapted);;hPa;0.082917524987;-0;10;0;0;0;3;eRom;0;$197604;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Initialisation value for optimisation step distance of parameter: inlet camshaft offset;c_cam_in_step_dist_optm_ini;INSY_Optimisation_Camshaft_Adapt: ""_Optimisation_Camshaft_Adapt"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;3;0;0;;(h²*CRK²)/kg²;0.001098632813;-0;$197C6C;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Offset to exhaust camshaft position for calculation of EFF_VOL gradient;c_cam_mv_ex_ofs_eff_vol_grd_clc;INSY_Optimisation_Camshaft_Adapt: ""_Optimisation_Camshaft_Adapt"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;3;0;0;;°CRK;0.00146484375;-0;$197C6E;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Starting value for optimisation of exhaust camshaft position offset;c_cam_ofs_ivvt_ex_ini_value;INSY_Optimisation_Camshaft_Adapt: ""_Optimisation_Camshaft_Adapt"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;3;0;0;;°CRK;0.00146484375;-0;$197C7C;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Starting value for optimisation of inlet camshaft position offset;c_cam_ofs_ivvt_in_ini_value;INSY_Optimisation_Camshaft_Adapt: ""_Optimisation_Camshaft_Adapt"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;3;0;0;;°CRK;0.00146484375;-0;$197C7E;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Number of optimisation iterations for camshaft offset adaptation;c_cycnr_optm_cam_ofs_ad;INSY_Optimisation_Camshaft_Adapt: ""_Optimisation_Camshaft_Adapt"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$197CBA;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Decrement for optimisation step distance of  CAM_OFS_IVVT_IN/EX;c_dec_step_dist_optm;INSY_Optimisation_Camshaft_Adapt: ""_Optimisation_Camshaft_Adapt"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;3;0;0;;(h²*CRK²)/kg²;0.001098632813;-0;$197CBE;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Offset to inlet camshaft position for calculation of EFF_VOL gradient;c_cam_mv_in_ofs_eff_vol_grd_clc;INSY_Optimisation_Camshaft_Adapt: ""_Optimisation_Camshaft_Adapt"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;3;0;0;;°CRK;0.00146484375;-0;$197C72;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Offset to valve overlap for calculation of EFF_VOL gradient;c_vo_ofs_eff_vol_grd_clc;INSY_Optimisation_Camshaft_Adapt: ""_Optimisation_Camshaft_Adapt"";eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;3;0;0;;°CRK;0.00146484375;-0;$197DA6;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Minimum exhaust camshaft position that can be used by the adaptation to calculate EFF_VOL data;c_cam_mv_ex_req_cam_ofs_ad_min;INSY_Optimisation_Camshaft_Adapt: ""_Optimisation_Camshaft_Adapt"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;°CRK;-0.375;-40.125;$197C71;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Maximum exhaust camshaft position that can be used by the adaptation to calculate EFF_VOL data;c_cam_mv_ex_req_cam_ofs_ad_max;INSY_Optimisation_Camshaft_Adapt: ""_Optimisation_Camshaft_Adapt"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;°CRK;-0.375;-40.125;$197C70;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Maximum inlet camshaft position that can be used by adaptation to caclulate EFF_VOL data;c_cam_mv_in_req_cam_ofs_ad_max;INSY_Optimisation_Camshaft_Adapt: ""_Optimisation_Camshaft_Adapt"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;°CRK;0.375;60;$197C74;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Minimum inlet camshaft position that can be used by adaptation to caclulate EFF_VOL data;c_cam_mv_in_req_cam_ofs_ad_min;INSY_Optimisation_Camshaft_Adapt: ""_Optimisation_Camshaft_Adapt"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;°CRK;0.375;60;$197C75;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Initialisation value for optimisation step distance of parameter: exhaust camshaft offset;c_cam_ex_step_dist_optm_ini;INSY_Optimisation_Camshaft_Adapt: ""_Optimisation_Camshaft_Adapt"";eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;3;0;0;;(h²*CRK²)/kg²;0.001098632813;-0;$197C6A;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Slope of gas flow into cylinder at wot and standard conditions;ip_eff_vol_slop_max;INSY_VOL_EFF_COR_coordination: ""VOL_EFF_COR_coordination"";eEindim;eViewText;eBars;eHiLo;0;0;0;0;0;0;12;1;10;;3;0;0;;kg/(h*hPa);0.000184023692;-0;$1979FC;Engine speed- resolution 1rpm;;rpm;1;-0;10;0;0;0;3;eRom;0;$1976BE;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
offset of gas flow into cylinder at wot and standard conditions;ip_eff_vol_ofs_sum_max;INSY_VOL_EFF_COR_coordination: ""VOL_EFF_COR_coordination"";eEindim;eViewText;eBars;eHiLo;0;0;0;0;0;0;12;1;10;;3;0;0;;kg/h;0.03125;-1024;$1979D8;Engine speed- resolution 1rpm;;rpm;1;-0;10;0;0;0;3;eRom;0;$1976BE;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Exhaust gas back pressure;ip_prs_ex;INSY_EFF_VOL_FLOW_COR_Calc: ""EFF_VOL_FLOW_COR_Calc"";eEindim;eViewText;eBars;eHiLo;0;0;0;0;0;0;12;1;10;;3;0;0;;hPa;0.082917524987;-0;$197AAA;Air-mass flow per segment in kg/h;;kg/h;0.03125;-0;10;0;0;0;3;eRom;0;$197434;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Switch for PRS_EX calculation (0: calculation with model, 1: calculation with map, 3 and 4 not supported);lc_prs_ex_swi;INSY_EFF_VOL_FLOW_COR_Calc: ""EFF_VOL_FLOW_COR_Calc"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;-;1;-0;$197DD5;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Exhaust gas back pressure correction for volumetric efficiency with NC_NR_STATE_ACR dependency;ip_eff_vol_prs_ex_cor_1[0];INSY_EFF_VOL_FLOW_COR_Calc: ""EFF_VOL_FLOW_COR_Calc"";eZweiInv;eViewText;eBars;eHiLo;0;0;0;0;0;0;12;16;10;;3;0;0;;kg/h;0.003051757813;-100;$1A4730;Pressure quotient between intake manifold and exhaust pipe;;-;0.000030517578;-0;10;0;0;0;3;eRom;0;$19779A;eHiLo;0x-1;0;Engine speed- resolution 1rpm;;rpm;1;-0;10;0;0;0;3;eRom;0;$197724;eHiLo;0x-1;0
Exhaust gas back pressure correction for volumetric efficiency with NC_NR_STATE_ACR dependency;ip_eff_vol_prs_ex_cor_1[1];INSY_EFF_VOL_FLOW_COR_Calc: ""EFF_VOL_FLOW_COR_Calc"";eZweiInv;eViewText;eBars;eHiLo;0;0;0;0;0;0;12;16;10;;3;0;0;;kg/h;0.003051757813;-100;$1A48B0;Pressure quotient between intake manifold and exhaust pipe;;-;0.000030517578;-0;10;0;0;0;3;eRom;0;$19779A;eHiLo;0x-1;0;Engine speed- resolution 1rpm;;rpm;1;-0;10;0;0;0;3;eRom;0;$197724;eHiLo;0x-1;0
Valve overlap correction for volumetric efficiency with NC_NR_STATE_ACR dependency;ip_eff_vol_vo_cor_1[0];INSY_EFF_VOL_FLOW_COR_Calc: ""EFF_VOL_FLOW_COR_Calc"";eZweiInv;eViewText;eBars;eHiLo;0;0;0;0;0;0;12;16;10;;3;0;0;;-;0.003051757813;-100;$1A5630;Mean current valve overlap;;°CRK;0.375;-0;10;0;0;0;3;eRom;0;$1977F2;eHiLo;0x-1;0;Engine speed- resolution 1rpm;;rpm;1;-0;10;0;0;0;3;eRom;0;$197724;eHiLo;0x-1;0
Valve overlap correction for volumetric efficiency with NC_NR_STATE_ACR dependency;ip_eff_vol_vo_cor_1[1];INSY_EFF_VOL_FLOW_COR_Calc: ""EFF_VOL_FLOW_COR_Calc"";eZweiInv;eViewText;eBars;eHiLo;0;0;0;0;0;0;12;16;10;;3;0;0;;-;0.003051757813;-100;$1A57B0;Mean current valve overlap;;°CRK;0.375;-0;10;0;0;0;3;eRom;0;$1977F2;eHiLo;0x-1;0;Engine speed- resolution 1rpm;;rpm;1;-0;10;0;0;0;3;eRom;0;$197724;eHiLo;0x-1;0
Standard temperature in the cylinder;c_tcyl_stnd;INSY_Temperature_COR_VOL_EFF: ""Temperature_COR_VOL_EFF"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;°C;0.75;-48;$197D8B;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
Standard coolant temperature;c_tco_stnd;INSY_Temperature_COR_VOL_EFF: ""Temperature_COR_VOL_EFF"";eEinzel;eViewText;eBars;eByte;0;0;0;0;0;0;1;1;10;;3;0;0;;°C;0.75;-48;$197D89;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;0;eDataSrcNone;0;$0;eByte;0x-1;0
